2020-04-26 15:04:189 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:199 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (921b864544462bd53b35013921e6588b)] -> id: txtUsername]
2020-04-26 15:04:353 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (921b864544462bd53b35013921e6588b)] -> id: txtPassword]
2020-04-26 15:04:725 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:777 INFO  WelcomeAdminPage :23 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (921b864544462bd53b35013921e6588b)] -> xpath: //a[@id='welcome']]
2020-04-26 15:04:917 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:909 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (5a4184918bc7fe3bb468cc66742993d7)] -> id: txtUsername]
2020-04-26 15:04:154 INFO  HomePage :51 - Entering Password : admin1236789 [[ChromeDriver: chrome on WINDOWS (5a4184918bc7fe3bb468cc66742993d7)] -> id: txtPassword]
2020-04-26 15:04:167 INFO  HomePage :57 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (5a4184918bc7fe3bb468cc66742993d7)] -> id: btnLogin]
2020-04-26 15:04:214 INFO  HomePage :62 - Displaying Login Error Message : [[ChromeDriver: chrome on WINDOWS (5a4184918bc7fe3bb468cc66742993d7)] -> id: spanMessage]
2020-04-26 15:04:404 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:911 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> id: txtUsername]
2020-04-26 15:04:127 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> id: txtPassword]
2020-04-26 15:04:544 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:468 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:615 INFO  HomePage :50 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:256 INFO  HomePage :55 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> id: searchBtn]
2020-04-26 15:04:302 INFO  HomePage :59 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (01e179eb51d20b87bbde0ef809a7e386)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-26 15:04:448 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:441 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (a57d1041a24ed7a328ae426d8e52db5e)] -> id: txtUsername]
2020-04-26 15:04:656 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (a57d1041a24ed7a328ae426d8e52db5e)] -> id: txtPassword]
2020-04-26 15:04:61 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:42 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (a57d1041a24ed7a328ae426d8e52db5e)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:183 INFO  HomePage :50 - Enter Employee Name :  Jonathan Moore On Employee name Field [[ChromeDriver: chrome on WINDOWS (a57d1041a24ed7a328ae426d8e52db5e)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:924 INFO  HomePage :55 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (a57d1041a24ed7a328ae426d8e52db5e)] -> id: searchBtn]
2020-04-26 15:04:22 INFO  HomePage :65 - Displaying No records Message : Proxy element for: DefaultElementLocator 'By.xpath: //td[contains(text(),'No Records Found')]'
2020-04-26 15:04:876 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:562 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (38bb15b904953e3db9927f674245bfe3)] -> id: txtUsername]
2020-04-26 15:04:736 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (38bb15b904953e3db9927f674245bfe3)] -> id: txtPassword]
2020-04-26 15:04:381 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:424 INFO  WelcomeAdminPage :23 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (38bb15b904953e3db9927f674245bfe3)] -> xpath: //a[@id='welcome']]
2020-04-26 15:04:500 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:985 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (f96e343ec3cacd3c9ddef87cb9d35f1a)] -> id: txtUsername]
2020-04-26 15:04:271 INFO  HomePage :51 - Entering Password : admin1236789 [[ChromeDriver: chrome on WINDOWS (f96e343ec3cacd3c9ddef87cb9d35f1a)] -> id: txtPassword]
2020-04-26 15:04:249 INFO  HomePage :57 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (f96e343ec3cacd3c9ddef87cb9d35f1a)] -> id: btnLogin]
2020-04-26 15:04:292 INFO  HomePage :62 - Displaying Login Error Message : [[ChromeDriver: chrome on WINDOWS (f96e343ec3cacd3c9ddef87cb9d35f1a)] -> id: spanMessage]
2020-04-26 15:04:379 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:290 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> id: txtUsername]
2020-04-26 15:04:520 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> id: txtPassword]
2020-04-26 15:04:199 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:223 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:441 INFO  HomePage :50 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:102 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> id: searchBtn]
2020-04-26 15:04:142 INFO  HomePage :61 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (e7cd8dd9babb41a8e9e41b6f3591a1aa)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-26 15:04:238 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:824 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (0c69dc41d3652ec48c6e1a831fa2f81e)] -> id: txtUsername]
2020-04-26 15:04:19 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (0c69dc41d3652ec48c6e1a831fa2f81e)] -> id: txtPassword]
2020-04-26 15:04:720 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:667 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (0c69dc41d3652ec48c6e1a831fa2f81e)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:11 INFO  HomePage :50 - Enter Employee Name :  Jonathan Robertson On Employee name Field [[ChromeDriver: chrome on WINDOWS (0c69dc41d3652ec48c6e1a831fa2f81e)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:639 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (0c69dc41d3652ec48c6e1a831fa2f81e)] -> id: searchBtn]
2020-04-26 15:04:772 INFO  HomePage :67 - Displaying No records Message : Proxy element for: DefaultElementLocator 'By.xpath: //td[contains(text(),'No Records Found')]'
2020-04-26 15:04:132 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:145 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (68c7860595ca5e5c70770e7b38df17fb)] -> id: txtUsername]
2020-04-26 15:04:305 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (68c7860595ca5e5c70770e7b38df17fb)] -> id: txtPassword]
2020-04-26 15:04:599 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:642 INFO  WelcomeAdminPage :23 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (68c7860595ca5e5c70770e7b38df17fb)] -> xpath: //a[@id='welcome']]
2020-04-26 15:04:713 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:587 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (34a9762f8b8a3a49eab9806ade72f8b7)] -> id: txtUsername]
2020-04-26 15:04:909 INFO  HomePage :51 - Entering Password : admin1236789 [[ChromeDriver: chrome on WINDOWS (34a9762f8b8a3a49eab9806ade72f8b7)] -> id: txtPassword]
2020-04-26 15:04:886 INFO  HomePage :57 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (34a9762f8b8a3a49eab9806ade72f8b7)] -> id: btnLogin]
2020-04-26 15:04:931 INFO  HomePage :62 - Displaying Login Error Message : [[ChromeDriver: chrome on WINDOWS (34a9762f8b8a3a49eab9806ade72f8b7)] -> id: spanMessage]
2020-04-26 15:04:972 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:150 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> id: txtUsername]
2020-04-26 15:04:295 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> id: txtPassword]
2020-04-26 15:04:626 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:561 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:771 INFO  HomePage :50 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:384 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> id: searchBtn]
2020-04-26 15:04:431 INFO  HomePage :61 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (86b02efec6bd3449713ffff2bada044c)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-26 15:04:472 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:914 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> id: txtUsername]
2020-04-26 15:04:226 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> id: txtPassword]
2020-04-26 15:04:605 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:517 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:927 INFO  HomePage :50 - Enter Employee Name :  Jonathan     Robertson    On Employee name Field [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:441 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> id: searchBtn]
2020-04-26 15:04:491 INFO  HomePage :67 - Displaying No records Message : [[ChromeDriver: chrome on WINDOWS (0046915c1d3269d7f6a2fb110a32cf7d)] -> xpath: //td[contains(text(),'No Records Found')]]
2020-04-26 15:04:786 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:823 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (97091f4d30d5c33d8133a6495b0a1bd6)] -> id: txtUsername]
2020-04-26 15:04:996 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (97091f4d30d5c33d8133a6495b0a1bd6)] -> id: txtPassword]
2020-04-26 15:04:795 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:841 INFO  WelcomeAdminPage :23 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (97091f4d30d5c33d8133a6495b0a1bd6)] -> xpath: //a[@id='welcome']]
2020-04-26 15:04:918 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:484 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (dc9c82e2893601b6d662f36c2fbc08e8)] -> id: txtUsername]
2020-04-26 15:04:717 INFO  HomePage :51 - Entering Password : admin1236789 [[ChromeDriver: chrome on WINDOWS (dc9c82e2893601b6d662f36c2fbc08e8)] -> id: txtPassword]
2020-04-26 15:04:732 INFO  HomePage :57 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (dc9c82e2893601b6d662f36c2fbc08e8)] -> id: btnLogin]
2020-04-26 15:04:775 INFO  HomePage :62 - Displaying Login Error Message : [[ChromeDriver: chrome on WINDOWS (dc9c82e2893601b6d662f36c2fbc08e8)] -> id: spanMessage]
2020-04-26 15:04:868 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:517 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (6e16fb4386a6d099e8b7f3dbda912dc3)] -> id: txtUsername]
2020-04-26 15:04:906 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (6e16fb4386a6d099e8b7f3dbda912dc3)] -> id: txtPassword]
2020-04-26 15:04:792 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:902 INFO  HomePage :62 - Displaying Login Error Message : Proxy element for: DefaultElementLocator 'By.id: spanMessage'
2020-04-26 15:04:365 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:132 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> id: txtUsername]
2020-04-26 15:04:284 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> id: txtPassword]
2020-04-26 15:04:867 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:732 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:972 INFO  HomePage :50 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:607 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> id: searchBtn]
2020-04-26 15:04:656 INFO  HomePage :61 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (98b57800749295525cd20c905ffd460e)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-26 15:04:529 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:893 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (11083c002269383da0da8cbb29afaa0b)] -> id: txtUsername]
2020-04-26 15:04:92 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (11083c002269383da0da8cbb29afaa0b)] -> id: txtPassword]
2020-04-26 15:04:774 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:720 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (11083c002269383da0da8cbb29afaa0b)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:970 INFO  HomePage :50 - Enter Employee Name :  Jonathan     Robertson    On Employee name Field [[ChromeDriver: chrome on WINDOWS (11083c002269383da0da8cbb29afaa0b)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:664 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (11083c002269383da0da8cbb29afaa0b)] -> id: searchBtn]
2020-04-26 15:04:896 INFO  HomePage :67 - Displaying No records Message : Proxy element for: DefaultElementLocator 'By.xpath: //td[contains(text(),'No Records Found')]'
2020-04-26 15:04:902 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:898 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (5aa7bfd2bf4f4f8ae2ee949f9b9e8db0)] -> id: txtUsername]
2020-04-26 15:04:72 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (5aa7bfd2bf4f4f8ae2ee949f9b9e8db0)] -> id: txtPassword]
2020-04-26 15:04:463 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:514 INFO  WelcomeAdminPage :23 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (5aa7bfd2bf4f4f8ae2ee949f9b9e8db0)] -> xpath: //a[@id='welcome']]
2020-04-26 15:04:562 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:871 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (f45fa6bd4e780d7a2a4e1b813c8146f9)] -> id: txtUsername]
2020-04-26 15:04:87 INFO  HomePage :51 - Entering Password : admin1236789 [[ChromeDriver: chrome on WINDOWS (f45fa6bd4e780d7a2a4e1b813c8146f9)] -> id: txtPassword]
2020-04-26 15:04:29 INFO  HomePage :57 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (f45fa6bd4e780d7a2a4e1b813c8146f9)] -> id: btnLogin]
2020-04-26 15:04:75 INFO  HomePage :62 - Displaying Login Error Message : [[ChromeDriver: chrome on WINDOWS (f45fa6bd4e780d7a2a4e1b813c8146f9)] -> id: spanMessage]
2020-04-26 15:04:483 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:461 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (5496d5dc6efba4e02a0a6bcb20277165)] -> id: txtUsername]
2020-04-26 15:04:673 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (5496d5dc6efba4e02a0a6bcb20277165)] -> id: txtPassword]
2020-04-26 15:04:960 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:92 INFO  HomePage :62 - Displaying Login Error Message : Proxy element for: DefaultElementLocator 'By.id: spanMessage'
2020-04-26 15:04:588 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:97 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> id: txtUsername]
2020-04-26 15:04:490 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> id: txtPassword]
2020-04-26 15:04:755 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:832 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:206 INFO  HomePage :50 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:837 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> id: searchBtn]
2020-04-26 15:04:948 INFO  HomePage :61 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (99e00eb219ebbbf84916e05ef11b780a)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-26 15:04:954 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:689 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> id: txtUsername]
2020-04-26 15:04:889 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> id: txtPassword]
2020-04-26 15:04:384 INFO  HomePage :57 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-26 15:04:414 INFO  HomePage :41 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-26 15:04:858 INFO  HomePage :50 - Enter Employee Name :  Govind Maharaj Prabhudeva On Employee name Field [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> id: empsearch_employee_name_empName]
2020-04-26 15:04:556 INFO  HomePage :56 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> id: searchBtn]
2020-04-26 15:04:639 INFO  HomePage :67 - Displaying No records Message : [[ChromeDriver: chrome on WINDOWS (22e0c186c425544b4ab2235aca02cb35)] -> xpath: //td[contains(text(),'No Records Found')]]
2020-04-26 15:04:973 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-26 15:04:684 INFO  HomePage :45 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (f5e97d12ed0e9fd651fa5458f3892875)] -> id: txtUsername]
2020-04-26 15:04:889 INFO  HomePage :51 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (f5e97d12ed0e9fd651fa5458f3892875)] -> id: txtPassword]
